"Trial Name","Boss Name","ESO Logs Player Link","Player Handle","Character Name","Build Slug","Role","Subclass 1","Subclass 2","Subclass 3","Signature Set 1","Signature Set 2","DPS","HPS","CPM","Primary Metric","Mundus Stone","Gear: Head","Gear: Chest","Gear: Shoulders","Gear: Hands","Gear: Waist","Gear: Legs","Gear: Feet","Gear: Necklace","Gear: Ring1","Gear: Ring2","Gear: Main_Hand","Gear: Off_Hand","Gear: Backup_Main_Hand","Gear: Backup_Off_Hand","Bar 1 Ability 1","Bar 1 Ability 2","Bar 1 Ability 3","Bar 1 Ability 4","Bar 1 Ability 5","Bar 1 Ability 6","Bar 2 Ability 1","Bar 2 Ability 2","Bar 2 Ability 3","Bar 2 Ability 4","Bar 2 Ability 5","Bar 2 Ability 6"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/xDMcRfqp14F78dKv#fight=41&type=summary&source=4","@TChewyT","Hello Amber","ardent-ass-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ardent","Ass","Herald","Tide-Born Wildstalker","Perfected Slivers of the Null Arca","173536.6","14994.8","83.8","173536.6 DPS","The Thief","Tide-Born Helmet (Tide-Born Wildstalker)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Slimecraw Arm Cops (Slimecraw)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Greatsword (Perfected Merciless Charge)"," ()","Escalating Runeblades","Tentacular Dread","Killer's Blade","Camouflaged Hunter","Merciless Resolve","Incapacitating Strike","Stampede","Molten Whip","Venomous Claw","Inspired Scholarship","Flames of Oblivion","Standard of Might"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/xDMcRfqp14F78dKv#fight=41&type=summary&source=128","nil","Anonymous 128","ardent-ass-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ardent","Ass","Herald","Tide-Born Wildstalker","Perfected Slivers of the Null Arca","125861.4","8353.3","29.1","125861.4 DPS","","Tide-Born Helmet (Tide-Born Wildstalker)","Tide-Born Jack (Tide-Born Wildstalker)","Slimecraw Epaulets (Slimecraw)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Tide-Born Guards (Tide-Born Wildstalker)","Tide-Born Boots (Tide-Born Wildstalker)","","Perfected Null Arca Ring (Perfected Slivers of the Null Arca)","Perfected Null Arca Ring (Perfected Slivers of the Null Arca)","Perfected Null Arca Dagger (Perfected Slivers of the Null Arca)","Perfected Null Arca Dagger (Perfected Slivers of the Null Arca)","The Maelstrom's Perfected Greatsword (Perfected Merciless Charge)"," ()","Pragmatic Fatecarver","Quick Cloak","Banner Bearer","Cephaliarch's Flail","Killer's Blade","Incapacitating Strike","Stampede","Venomous Claw","Flames of Oblivion","Inspired Scholarship","Banner Bearer","Standard of Might"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/xDMcRfqp14F78dKv#fight=41&type=summary&source=87","@DeuxKillDeuxPure","Pyrostatik","ardent-ass-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ardent","Ass","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","69228.9","7612.7","45.4","69228.9 DPS","","Selene Mask (Selene)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Selene Epaulets (Selene)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Escalating Runeblades","Pragmatic Fatecarver","Blade Cloak","Concealed Weapon","Merciless Resolve","Incapacitating Strike","Unstable Wall of Elements","Anti-Cavalry Caltrops","Inspired Scholarship","Flames of Oblivion","Expert Hunter","Elemental Rage"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/xDMcRfqp14F78dKv#fight=41&type=summary&source=10","@Wayne-Reinis","Soarra Ko","ardent-ass-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ardent","Ass","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","96547.6","7037.6","21.3","96547.6 DPS","","Slimecraw Guise (Slimecraw)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Kazpian's Perfected Arm Cops (Perfected Kazpian's Cruel Signet)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Quick Cloak","Cephaliarch's Flail","Pragmatic Fatecarver","Flames of Oblivion","Banner Bearer","Soul Harvest","Inspired Scholarship","Elemental Blockade","Venomous Claw","Molten Whip","Banner Bearer","Standard of Might"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/xDMcRfqp14F78dKv#fight=41&type=summary&source=10","@Bootyy","ßat","ass-dawn-herald-deadly-strike-perfected-slivers-of-the-null-arca","dps","Ass","Dawn","Herald","Deadly Strike","Perfected Slivers of the Null Arca","142279.1","5212.2","48.5","142279.1 DPS","","Deadly Helmet (Deadly Strike)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Slimecraw Epaulets (Slimecraw)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Greatsword (Perfected Merciless Charge)"," ()","Quick Cloak","Camouflaged Hunter","Cephaliarch's Flail","Radiant Destruction","Pragmatic Fatecarver","Death Stroke","Stampede","Resolving Vigor","Solar Barrage","Inspired Scholarship","Relentless Focus","The Languid Eye"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/xDMcRfqp14F78dKv#fight=41&type=summary&source=3","@RayDrxp","Ecliptic Holy Monarch","ass-dawn-herald-deadly-strike-perfected-slivers-of-the-null-arca","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Deadly Strike","154903.2","6128.2","42.6","154903.2 DPS","","Slimecraw Mask (Slimecraw)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Deadly Arm Cops (Deadly Strike)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Greatsword (Perfected Merciless Charge)"," ()","Pragmatic Fatecarver","Quick Cloak","Cephaliarch's Flail","Radiant Glory","Camouflaged Hunter","Soul Harvest","Stampede","Inspired Scholarship","Solar Barrage","Fulminating Rune","Relentless Focus","The Languid Eye"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/xDMcRfqp14F78dKv#fight=41&type=summary&source=7","@alansgaming","Light Attacks are Evil","ass-dawn-herald-deadly-strike-perfected-slivers-of-the-null-arca","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Deadly Strike","179394.3","19792.2","31.7","179394.3 DPS","The Thief","Slimecraw Guise (Slimecraw)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Perfected Null Arca Arm Cops (Perfected Slivers of the Null Arca)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Deadly Boots (Deadly Strike)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Greatsword (Perfected Merciless Charge)"," ()","Radiant Glory","Camouflaged Hunter","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Soul Harvest","Stampede","Fulminating Rune","Solar Barrage","Inspired Scholarship","Echoing Vigor","The Languid Eye"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/xDMcRfqp14F78dKv#fight=41&type=summary&source=5","@riminise","riminise","ass-dawn-herald-deadly-strike-perfected-slivers-of-the-null-arca","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Deadly Strike","129342.6","5604.7","38.6","129342.6 DPS","","Slimecraw Mask (Slimecraw)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Perfected Null Arca Arm Cops (Perfected Slivers of the Null Arca)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Deadly Guards (Deadly Strike)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Greatsword (Perfected Merciless Charge)"," ()","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Radiant Glory","Camouflaged Hunter","Soul Harvest","Stampede","Resolving Vigor","Fulminating Rune","Solar Barrage","Inspired Scholarship","The Languid Eye"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/xDMcRfqp14F78dKv#fight=41&type=summary&source=11","nil","Anonymous 11","ass-dawn-herald-deadly-strike-perfected-slivers-of-the-null-arca","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Deadly Strike","101806.6","12284.1","30.3","101806.6 DPS","","Perfected Null Arca Helmet (Perfected Slivers of the Null Arca)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Slimecraw Epaulets (Slimecraw)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Greatsword (Perfected Merciless Charge)"," ()","Camouflaged Hunter","Pragmatic Fatecarver","Cephaliarch's Flail","Quick Cloak","Radiant Glory","Soul Harvest","Camouflaged Hunter","Stampede","Solar Barrage","Inspired Scholarship","Concealed Weapon","The Languid Eye"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/YywKpGTtxNZcH8fz#fight=2&type=summary&source=10","@stephnie","Şerenìty","green-resto-siphon-jorvulds-guidance-perfected-roaring-opportunist","healer","Siphon","Resto","Green","Perfected Roaring Opportunist","Jorvuld's Guidance","10219.0","102439.0","66.1","102439.0 HPS","","Symphony of Blades Visage (Symphony of Blades)","Jorvuld's Guidance Robe (Jorvuld's Guidance)","Symphony of Blades Epaulets (Symphony of Blades)","Jorvuld's Guidance Gloves (Jorvuld's Guidance)","","Jorvuld's Guidance Breeches (Jorvuld's Guidance)","Jorvuld's Guidance Shoes (Jorvuld's Guidance)","","Roaring Opportunist's Perfected Ring (Perfected Roaring Opportunist)","Roaring Opportunist's Perfected Ring (Perfected Roaring Opportunist)","Roaring Opportunist's Perfected Restoration Staff (Perfected Roaring Opportunist)"," ()","Roaring Opportunist's Perfected Lightning Staff (Perfected Roaring Opportunist)"," ()","Extended Ritual","Radiating Regeneration","Combat Prayer","Budding Seeds","Illustrious Healing","Soul Tether","Energy Orb","Overflowing Altar","Echoing Vigor","Sap Essence","Blockade of Storms","Aggressive Horn"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/YywKpGTtxNZcH8fz#fight=2&type=summary&source=9","@stephnie","Şerenìty","green-resto-siphon-jorvulds-guidance-perfected-roaring-opportunist","healer","Siphon","Resto","Green","Jorvuld's Guidance","Perfected Roaring Opportunist","15767.7","77306.9","47.9","77306.9 HPS","The Thief","Symphony of Blades Visage (Symphony of Blades)","Jorvuld's Guidance Robe (Jorvuld's Guidance)","Symphony of Blades Arm Cops (Symphony of Blades)","Jorvuld's Guidance Gloves (Jorvuld's Guidance)","","Jorvuld's Guidance Breeches (Jorvuld's Guidance)","Jorvuld's Guidance Shoes (Jorvuld's Guidance)","","Roaring Opportunist's Perfected Ring (Perfected Roaring Opportunist)","Roaring Opportunist's Perfected Ring (Perfected Roaring Opportunist)","Roaring Opportunist's Perfected Restoration Staff (Perfected Roaring Opportunist)"," ()","The Maelstrom's Perfected Lightning Staff (Perfected Crushing Wall)"," ()","Extended Ritual","Radiating Regeneration","Combat Prayer","Energy Orb","Illustrious Healing","Reviving Barrier","Budding Seeds","Magical Trample","Echoing Vigor","Sap Essence","Elemental Blockade","Aggressive Horn"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/YywKpGTtxNZcH8fz#fight=2&type=summary&source=61","@T.agg","Samphati Kinnara","green-resto-siphon-jorvulds-guidance-perfected-roaring-opportunist","healer","Siphon","Resto","Green","Jorvuld's Guidance","Perfected Roaring Opportunist","5309.5","138407.1","61.8","138407.1 HPS","","Ozezan the Inferno's Mask (Ozezan the Inferno)","Jorvuld's Guidance Jerkin (Jorvuld's Guidance)","Ozezan the Inferno's Arm Cops (Ozezan the Inferno)","Jorvuld's Guidance Gloves (Jorvuld's Guidance)","","Jorvuld's Guidance Breeches (Jorvuld's Guidance)","Jorvuld's Guidance Shoes (Jorvuld's Guidance)","","Roaring Opportunist's Perfected Ring (Perfected Roaring Opportunist)","Roaring Opportunist's Perfected Ring (Perfected Roaring Opportunist)","The Master's Perfected Restoration Staff (Perfected Grand Rejuvenation)"," ()","Roaring Opportunist's Perfected Ice Staff (Perfected Roaring Opportunist)"," ()","Echoing Vigor","Combat Prayer","Illustrious Healing","Budding Seeds","Radiating Regeneration","Soul Siphon","Elemental Blockade","Energy Orb","Extended Ritual","Green Lotus","Overflowing Altar","Aggressive Horn"
"Hel Ra Citadel","Ra Kotu","https://www.esologs.com/reports/YywKpGTtxNZcH8fz#fight=2&type=summary&source=15","@JustAMist","Bael'Umbra","green-resto-siphon-jorvulds-guidance-perfected-roaring-opportunist","healer","Siphon","Resto","Green","Perfected Roaring Opportunist","Jorvuld's Guidance","6647.7","148528.5","56.2","148528.5 HPS","","Nazaray Guise (Nazaray)","Jorvuld's Guidance Robe (Jorvuld's Guidance)","Nazaray Epaulets (Nazaray)","Jorvuld's Guidance Gloves (Jorvuld's Guidance)","","Jorvuld's Guidance Breeches (Jorvuld's Guidance)","Jorvuld's Guidance Shoes (Jorvuld's Guidance)","","Roaring Opportunist's Perfected Ring (Perfected Roaring Opportunist)","Roaring Opportunist's Perfected Ring (Perfected Roaring Opportunist)","Roaring Opportunist's Perfected Restoration Staff (Perfected Roaring Opportunist)"," ()","Roaring Opportunist's Perfected Ice Staff (Perfected Roaring Opportunist)"," ()","Blessing of Restoration","Echoing Vigor","Budding Seeds","Healing Contingency","Illustrious Healing","Soul Siphon","Extended Ritual","Elemental Blockade","Energy Orb","Radiant Aura","Overflowing Altar","Aggressive Horn"
